id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD024507,C01841,P041,20/08/2024,1,2172.78,DONE,Agadir,Espèces,12,2024-08-25
CMD024508,C04297,P020,2024-04-24,5,4879.07,annulé,tanger,Carte,2,2024-04-29
CMD024509,C06917,P026,02/10/2024,2,397.97,KO,CASABLANCA,Espèces,17,2024-10-07
CMD024510,C05596,P007,Feb 24 2024,3,641.93,KO,TANGER,Carte,3,2024-02-26
CMD024511,C02740,P046,29/04/2024,-5,1591.5,KO,casa,Espèces,4,2024-05-03
CMD024512,C06199,P023,2024-07-09,1,1545.6,DONE,RABAT,Virement,3,2024-07-10
CMD024513,C05793,P020,Jan 10 2024,1,1253.03,KO,casa,Virement,8,2024-01-15
CMD024514,C05747,P018,Oct 18 2024,1,3172.46,retourné,cbl,Carte,15,2024-10-23
CMD024515,C03267,P017,Jul 26 2024,2,184.85,en_cours,rbat,Virement,2,2024-07-31
CMD024516,C09942,P029,Jul 04 2024,1,2541.66,livré,Agadir,Virement,1,2024-07-06
CMD024517,C07035,P004,Jul 07 2024,3,507.98,livré,Tnja,Espèces,16,2024-07-09
CMD024518,C05421,P016,11/03/2024,3,1800.72,retourné,tanger,Espèces,11,2024-03-13
CMD024519,C03535,P020,20/10/2024,4,992.92,en_cours,TNG,Carte,1,2024-10-24
CMD024520,C04361,P049,2024-04-03,3,4306.87,annulé,TANGER,Carte,9,2024-04-04
CMD024521,C00025,P036,2024-01-24,4,2617.97,DONE,Agadir,Virement,6,2024-01-26
CMD024522,C08322,P036,Jul 07 2024,1,4717.91,livré,cbl,Espèces,15,2024-07-11
CMD024523,C03147,P039,2024-02-07,5,615.1,en_cours,rbat,Espèces,7,2024-02-11
CMD024524,C02363,P018,2024-10-17,1,911.03,retourné,TANGER,Espèces,12,2024-10-20
CMD024525,C09686,P015,17/10/2024,1,3534.46,en_cours,tanger,Carte,14,2024-10-22
CMD024526,C01716,P017,25/02/2024,3,2690.53,OK,casa,Espèces,11,2024-02-26
CMD024527,C07805,P041,2024-05-03,2,4842.92,en_cours,tanger,Espèces,9,2024-05-05
CMD024528,C04415,P016,11/09/2024,5,2812.17,livré,RABAT,Virement,12,2024-09-12
CMD024529,C03211,P004,04/04/2024,5,4131.32,en_cours,CASABLANCA,Carte,10,2024-04-05
CMD024530,C00296,P011,2024-06-05,2,1164.87,OK,Agadir,Carte,9,2024-06-10
CMD024531,C03897,P012,06/11/2024,1,3431.35,retourné,cbl,Espèces,,2024-11-08
CMD024532,C04070,P038,16/11/2024,3,1408.87,livré,TNG,Virement,15,2024-11-21
CMD024533,C04543,P008,13/03/2024,3,3602.22,annulé,TANGER,Virement,1,2024-03-17
CMD024534,C02714,P020,May 09 2024,3,0.0,retourné,TANGER,Virement,4,2024-05-11
CMD024535,C08417,P050,Mar 03 2024,4,1947.57,annulé,TANGER,Virement,18,2024-03-06
CMD024536,C02703,P005,2024-01-30,4,2596.2,KO,Agadir,Virement,,2024-02-02
CMD024537,C00567,P016,15/11/2024,3,2722.25,DONE,cbl,Espèces,,2024-11-16
CMD024538,C00321,P016,Jul 24 2024,4,1010.49,livré,Tnja,Carte,4,2024-07-27
CMD024539,C09598,P022,2024-03-22,2,2560.95,annulé,TANGER,Espèces,7,2024-03-25
CMD024540,C09300,P013,08/10/2024,1,335.66,DONE,TANGER,Virement,14,2024-10-10
CMD024541,C03205,P031,2024-06-18,5,3484.34,annulé,tanger,Carte,7,2024-06-23
CMD024542,C08148,P048,2024-03-04,3,4205.42,retourné,rbat,Virement,7,2024-03-05
CMD024543,C02642,P031,23/04/2024,5,3843.07,livré,cbl,Virement,3,2024-04-26
CMD024544,C08331,P030,Aug 17 2024,4,4110.38,en_cours,RABAT,Espèces,8,2024-08-18
CMD024545,C04564,P033,2024-08-05,2,2503.54,livré,RABAT,Carte,20,2024-08-08
CMD024546,C08334,P043,2024-06-09,3,2716.51,annulé,rbat,Virement,5,2024-06-14
CMD024547,C08119,P040,May 15 2024,3,567.41,retourné,casa,Virement,6,2024-05-18
CMD024548,C00744,P004,2024-06-16,2,3515.03,annulé,TANGER,Espèces,13,2024-06-19
CMD024549,C05412,P041,2024-10-19,3,1794.37,annulé,RABAT,Carte,,2024-10-24
CMD024550,C03193,P004,15/10/2024,1,4759.95,KO,casa,Virement,,2024-10-16
CMD024551,C01030,P031,2024-08-01,3,4446.74,annulé,Tnja,Espèces,18,2024-08-04
CMD024552,C02666,P002,2024-05-26,2,4214.78,OK,Agadir,Carte,5,2024-05-29
CMD024553,C02717,P001,2024-09-08,5,3871.75,OK,TNG,Carte,16,2024-09-10
CMD024554,C08509,P018,09/04/2024,3,2718.43,DONE,casa,Virement,18,2024-04-11
CMD024555,C08301,P050,Jun 06 2024,1,1961.34,retourné,TANGER,Espèces,14,2024-06-08
CMD024556,C03915,P010,2024-06-28,3,3625.02,retourné,Agadir,Carte,3,2024-07-03
CMD024557,C09523,P047,19/05/2024,4,590.84,retourné,Tnja,Carte,18,2024-05-23
CMD024558,C02746,P049,2024-11-25,4,1290.59,livré,tanger,Carte,7,2024-11-27
CMD024559,C01973,P030,Oct 28 2024,5,3902.32,livré,cbl,Espèces,14,2024-10-31
CMD024560,C02132,P050,2024-09-18,1,1579.15,retourné,cbl,Espèces,19,2024-09-21
CMD024561,C07537,P050,2024-10-11,5,3154.49,en_cours,RABAT,Espèces,13,2024-10-12
CMD024562,C06643,P008,24/03/2024,4,3492.33,OK,casa,Carte,1,2024-03-29
CMD024563,C06572,P023,Jul 03 2024,5,3255.9,en_cours,rbat,Espèces,14,2024-07-04
CMD024564,C08067,P013,26/04/2024,4,806.64,OK,Agadir,Espèces,7,2024-04-30
CMD024565,C06768,P006,2024-06-29,5,4517.38,livré,Tnja,Espèces,15,2024-06-30
CMD024566,C05343,P025,Jan 01 2024,3,2843.93,livré,rbat,Virement,11,2024-01-02
CMD024567,C00392,P033,2024-03-20,3,1557.69,retourné,Tnja,Carte,20,2024-03-21
CMD024568,C03488,P036,2024-09-14,5,1298.45,OK,CASABLANCA,Virement,14,2024-09-15
CMD024569,C09749,P018,Aug 10 2024,5,3694.25,annulé,TNG,Virement,9,2024-08-13
CMD024570,C10041,P008,2024-05-18,4,1255.69,annulé,CASABLANCA,Carte,13,2024-05-21
CMD024571,C03724,P009,2024-09-06,1,1198.12,annulé,cbl,Carte,12,2024-09-07
CMD024572,C06847,P018,Oct 12 2024,1,4455.99,DONE,TANGER,Virement,4,2024-10-14
CMD024573,C02430,P042,02/03/2024,1,4891.73,OK,RABAT,Virement,5,2024-03-06
CMD024574,C00834,P005,26/04/2024,3,1475.32,KO,cbl,Carte,6,2024-04-30
CMD024575,C05357,P021,2024-01-15,2,4269.38,en_cours,TNG,Virement,8,2024-01-20
CMD024576,C04600,P050,2024-10-15,2,3408.95,retourné,TNG,Espèces,18,2024-10-16
CMD024577,C07701,P040,Apr 16 2024,2,2351.06,annulé,casa,Espèces,1,2024-04-18
CMD024578,C08040,P036,10/05/2024,1,4484.26,en_cours,cbl,Carte,13,2024-05-13
CMD024579,C02603,P010,09/10/2024,1,2201.69,livré,Agadir,Carte,7,2024-10-12
CMD024580,C05965,P045,Jan 02 2024,1,2945.83,OK,TNG,Espèces,15,2024-01-05
CMD024581,C05264,P030,Aug 16 2024,4,2731.87,KO,casa,Espèces,,2024-08-17
CMD024582,C03217,P044,Oct 21 2024,4,4018.91,KO,CASABLANCA,Espèces,17,2024-10-24
CMD024583,C08925,P029,Nov 21 2024,3,1978.12,annulé,casa,Carte,8,2024-11-23
CMD024584,C00422,P010,18/06/2024,4,132.03,retourné,casa,Espèces,20,2024-06-20
CMD024585,C02786,P016,02/02/2024,3,2210.45,KO,cbl,Virement,16,2024-02-07
CMD024586,C09373,P007,Jan 08 2024,4,4118.44,retourné,rbat,Carte,4,2024-01-11
CMD024587,C02957,P014,24/10/2024,2,2197.57,DONE,RABAT,Virement,6,2024-10-29
CMD024588,C00508,P019,2024-10-29,4,3497.2,retourné,TANGER,Espèces,14,2024-10-30
CMD024589,C09674,P034,2024-09-16,3,4243.93,retourné,Tnja,Espèces,16,2024-09-18
CMD024590,C09155,P030,22/03/2024,4,53.6,en_cours,cbl,Espèces,18,2024-03-26
CMD024591,C06644,P039,2024-01-28,3,2575.26,KO,CASABLANCA,Carte,7,2024-02-02
CMD024592,C04366,P039,Oct 14 2024,2,117.65,livré,CASABLANCA,Virement,7,2024-10-17
CMD024593,C08208,P038,Sep 13 2024,2,1216.8,KO,tanger,Espèces,2,2024-09-16
CMD024594,C07933,P022,07/02/2024,4,463.56,KO,cbl,Virement,19,2024-02-09
CMD024595,C03298,P004,02/11/2024,3,797.56,annulé,Agadir,Espèces,6,2024-11-03
CMD024596,C06179,P030,2024-06-29,2,1303.19,OK,Agadir,Espèces,1,2024-07-04
CMD024597,C03791,P025,19/09/2024,2,3814.66,DONE,Tnja,Espèces,6,2024-09-21
CMD024598,C02861,P003,18/05/2024,5,4761.08,KO,rbat,Espèces,1,2024-05-23
CMD024599,C03689,P010,Nov 02 2024,2,1773.93,en_cours,CASABLANCA,Virement,18,2024-11-06
CMD024600,C01676,P039,2024-01-19,4,130.98,KO,rbat,Carte,11,2024-01-22
CMD024601,C02399,P043,2024-06-26,5,1145.08,KO,cbl,Virement,7,2024-06-29
CMD024602,C01793,P013,2024-05-15,4,500.15,KO,tanger,Espèces,20,2024-05-18
CMD024603,C01206,P037,Mar 02 2024,3,373.63,en_cours,TANGER,Carte,2,2024-03-06
CMD024604,C09613,P045,2024-05-05,3,2461.2,DONE,CASABLANCA,Virement,,2024-05-09
CMD024605,C09251,P035,Feb 26 2024,2,494.17,retourné,RABAT,Virement,16,2024-02-29
CMD024606,C08070,P008,2024-10-15,4,530.68,KO,tanger,Virement,7,2024-10-20
CMD024607,C00009,P048,09/01/2024,4,2296.38,retourné,rbat,Espèces,2,2024-01-14
CMD024608,C02885,P006,Jan 24 2024,4,4009.59,annulé,RABAT,Virement,15,2024-01-29
CMD024609,C04969,P001,2024-07-16,2,2886.94,retourné,TNG,Espèces,15,2024-07-18
CMD024610,C00764,P010,2024-11-01,5,4022.37,DONE,Agadir,Carte,12,2024-11-02
CMD024611,C09809,P016,05/01/2024,1,418.59,livré,CASABLANCA,Carte,2,2024-01-10
CMD024612,C03922,P010,2024-05-28,3,3908.31,annulé,TNG,Carte,9,2024-05-30
CMD024613,C05962,P001,03/07/2024,4,4924.24,KO,TANGER,Virement,7,2024-07-05
CMD024614,C09206,P011,Oct 21 2024,4,1825.7,retourné,Tnja,Carte,11,2024-10-22
CMD024615,C01930,P041,2024-06-29,2,4671.12,livré,RABAT,Carte,2,2024-07-02
CMD024616,C10092,P003,Jan 09 2024,4,2003.68,annulé,RABAT,Carte,15,2024-01-12
CMD024617,C05038,P018,02/08/2024,2,118.65,OK,Tnja,Virement,15,2024-08-03
CMD024618,C04075,P011,2024-06-01,4,4252.11,retourné,TNG,Carte,12,2024-06-05
CMD024619,C04232,P040,2024-10-12,4,3908.12,DONE,Agadir,Virement,,2024-10-14
CMD024620,C05841,P023,Jan 23 2024,3,1308.83,annulé,RABAT,Espèces,13,2024-01-24
CMD024621,C00445,P037,Aug 24 2024,3,3746.53,retourné,rbat,Carte,5,2024-08-29
CMD024622,C01219,P047,01/02/2024,3,3962.11,annulé,TNG,Virement,8,2024-02-06
CMD024623,C03827,P010,08/04/2024,5,913.45,en_cours,TANGER,Espèces,19,2024-04-10
CMD024624,C09910,P019,07/08/2024,3,1679.91,KO,tanger,Virement,5,2024-08-11
CMD024625,C04284,P042,23/09/2024,2,2503.83,DONE,casa,Virement,7,2024-09-27
CMD024626,C07593,P046,2024-04-17,4,4799.01,KO,RABAT,Espèces,17,2024-04-21
CMD024627,C08735,P022,Nov 04 2024,3,3272.01,livré,casa,Espèces,6,2024-11-08
CMD024628,C09972,P014,19/05/2024,5,4073.18,en_cours,casa,Virement,13,2024-05-22
CMD024629,C08804,P042,2024-01-24,3,2875.4,OK,RABAT,Virement,2,2024-01-25
CMD024630,C05492,P043,25/07/2024,5,2738.99,OK,rbat,Carte,9,2024-07-28
CMD024631,C10016,P027,Feb 28 2024,4,4580.39,DONE,casa,Carte,16,2024-03-01
CMD024632,C05244,P046,24/08/2024,4,4444.94,en_cours,TNG,Espèces,1,2024-08-27
CMD024633,C02343,P045,14/09/2024,1,3830.06,livré,CASABLANCA,Espèces,7,2024-09-17
CMD024634,C07722,P009,Jul 04 2024,3,3486.06,DONE,TANGER,Espèces,6,2024-07-06
CMD024635,C09995,P010,2024-04-13,1,2006.68,DONE,tanger,Espèces,10,2024-04-17
CMD024636,C03781,P001,21/08/2024,4,2487.82,retourné,TNG,Espèces,2,2024-08-26
CMD024637,C01985,P021,Oct 08 2024,3,2318.6,KO,tanger,Virement,10,2024-10-11
CMD024638,C04834,P024,17/08/2024,1,2002.34,livré,TANGER,Espèces,,2024-08-22
CMD024639,C00457,P005,Jan 03 2024,4,3538.86,OK,tanger,Carte,16,2024-01-07
CMD024640,C00710,P036,12/10/2024,1,2572.31,en_cours,cbl,Carte,20,2024-10-14
CMD024641,C02226,P045,Feb 04 2024,3,4490.74,annulé,tanger,Carte,7,2024-02-06
CMD024642,C07607,P024,Jul 01 2024,5,2900.49,retourné,TNG,Carte,16,2024-07-05
CMD024643,C06651,P025,14/01/2024,3,3550.43,livré,casa,Carte,3,2024-01-17
CMD024644,C02720,P003,Jan 03 2024,4,3686.94,retourné,CASABLANCA,Virement,11,2024-01-08
CMD024645,C00588,P032,10/10/2024,5,2714.02,KO,Tnja,Carte,6,2024-10-15
CMD024646,C03748,P030,2024-09-16,3,3402.14,livré,CASABLANCA,Virement,15,2024-09-19
CMD024647,C07555,P001,2024-01-30,4,4747.75,retourné,TANGER,Virement,3,2024-02-01
CMD024648,C09850,P013,Feb 13 2024,5,4519.08,DONE,CASABLANCA,Carte,14,2024-02-14
CMD024649,C09768,P010,Jun 17 2024,4,2846.47,DONE,RABAT,Carte,4,2024-06-22
CMD024650,C07799,P033,Jan 28 2024,1,1005.44,OK,cbl,Espèces,18,2024-02-01
CMD024651,C06928,P011,Apr 06 2024,4,3100.81,en_cours,tanger,Carte,20,2024-04-07
CMD024652,C06630,P043,Apr 02 2024,2,4491.34,DONE,rbat,Virement,10,2024-04-07
CMD024653,C00826,P031,2024-10-28,2,4743.65,KO,Tnja,Carte,6,2024-11-02
CMD024654,C09254,P018,Aug 18 2024,3,3782.67,annulé,casa,Carte,16,2024-08-20
CMD024655,C04749,P010,2024-09-28,5,855.22,DONE,tanger,Virement,4,2024-09-30
CMD024656,C01368,P005,27/05/2024,4,4235.77,DONE,cbl,Espèces,15,2024-05-28
CMD024657,C07736,P002,10/04/2024,1,1303.16,livré,TANGER,Espèces,5,2024-04-15
CMD024658,C02100,P022,20/05/2024,2,1229.97,annulé,Agadir,Espèces,18,2024-05-24
CMD024659,C04900,P046,24/03/2024,2,2026.72,KO,casa,Virement,16,2024-03-27
CMD024660,C00152,P044,Feb 09 2024,1,197.53,DONE,casa,Espèces,,2024-02-11
CMD024661,C07395,P050,03/07/2024,5,2165.71,livré,TANGER,Virement,12,2024-07-05
CMD024662,C05492,P030,Apr 16 2024,4,3953.74,OK,casa,Virement,15,2024-04-21
CMD024663,C01019,P010,Aug 01 2024,2,2191.61,livré,Tnja,Virement,8,2024-08-02
CMD024664,C06880,P040,11/10/2024,2,1317.1,OK,Agadir,Virement,2,2024-10-16
CMD024665,C02198,P038,2024-01-18,3,4045.32,annulé,Agadir,Espèces,8,2024-01-19
CMD024666,C07474,P013,Sep 08 2024,4,901.07,en_cours,Agadir,Espèces,12,2024-09-11
CMD024667,C09070,P022,Oct 15 2024,2,1477.81,en_cours,Tnja,Virement,1,2024-10-18
CMD024668,C04106,P025,2024-02-03,5,4227.64,annulé,cbl,Carte,6,2024-02-08
CMD024669,C06182,P015,11/02/2024,4,196.38,en_cours,casa,Carte,16,2024-02-15
CMD024670,C07917,P008,2024-02-16,3,3738.89,livré,Tnja,Carte,19,2024-02-18
CMD024671,C01646,P038,Jul 19 2024,4,554.45,OK,tanger,Carte,15,2024-07-24
CMD024672,C07635,P003,Nov 11 2024,4,3024.25,annulé,TANGER,Carte,13,2024-11-15
CMD024673,C00501,P006,Jan 15 2024,3,1785.33,livré,RABAT,Virement,16,2024-01-20
CMD024674,C03263,P012,08/10/2024,3,2346.44,annulé,rbat,Virement,18,2024-10-09
CMD024675,C05180,P024,Mar 27 2024,1,2100.39,annulé,TNG,Espèces,18,2024-03-30
CMD024676,C08740,P004,Sep 11 2024,1,1788.54,KO,Tnja,Virement,14,2024-09-14
CMD024677,C01620,P044,2024-09-01,5,1343.55,annulé,TNG,Carte,19,2024-09-02
CMD024678,C07341,P019,07/09/2024,5,1623.77,OK,Tnja,Virement,17,2024-09-08
CMD024679,C03170,P010,2024-09-19,5,2068.15,DONE,CASABLANCA,Virement,14,2024-09-21
CMD024680,C00889,P025,Feb 14 2024,5,634.47,OK,RABAT,Carte,8,2024-02-16
CMD024681,C08579,P025,2024-02-28,1,3818.62,retourné,casa,Virement,5,2024-02-29
CMD024682,C06129,P037,2024-10-25,2,822.07,retourné,TANGER,Virement,7,2024-10-29
CMD024683,C06432,P019,22/03/2024,4,1491.0,KO,tanger,Espèces,15,2024-03-24
CMD024684,C01029,P023,01/04/2024,5,3016.37,DONE,TNG,Virement,1,2024-04-06
CMD024685,C03737,P044,Jan 15 2024,2,2428.56,DONE,cbl,Espèces,4,2024-01-19
CMD024686,C05695,P036,2024-03-12,1,1681.93,retourné,TNG,Virement,16,2024-03-15
CMD024687,C09427,P047,Aug 11 2024,1,1286.97,annulé,casa,Virement,14,2024-08-14
CMD024688,C10120,P049,2024-08-28,3,4987.68,annulé,Tnja,Carte,8,2024-09-02
CMD024689,C08028,P018,Aug 04 2024,5,4277.22,DONE,RABAT,Espèces,20,2024-08-06
CMD024690,C05112,P027,2024-10-16,4,731.3,en_cours,TNG,Espèces,6,2024-10-21
CMD024691,C01586,P012,Nov 02 2024,1,4379.08,retourné,RABAT,Espèces,1,2024-11-04
CMD024692,C09123,P009,Jul 09 2024,5,2159.81,retourné,rbat,Virement,5,2024-07-12
CMD024693,C04312,P004,Feb 08 2024,2,3428.61,retourné,Agadir,Carte,8,2024-02-13
CMD024694,C09036,P026,2024-10-17,5,2783.24,retourné,Tnja,Espèces,1,2024-10-22
CMD024695,C01514,P029,Nov 10 2024,4,4382.4,OK,rbat,Virement,6,2024-11-13
CMD024696,C08739,P050,13/01/2024,2,4349.06,retourné,Agadir,Carte,1,2024-01-14
CMD024697,C07080,P011,25/05/2024,5,2197.61,OK,rbat,Carte,16,2024-05-28
CMD024698,C02756,P017,23/03/2024,4,4464.98,annulé,cbl,Virement,14,2024-03-26
CMD024699,C07949,P021,Jun 11 2024,4,4345.52,en_cours,RABAT,Virement,10,2024-06-12
CMD024700,C01812,P005,2024-06-18,3,654.11,OK,TANGER,Virement,4,2024-06-23
CMD024701,C02282,P024,Sep 29 2024,5,653.37,KO,CASABLANCA,Virement,1,2024-09-30
CMD024702,C01102,P032,2024-02-20,1,4912.1,OK,Agadir,Virement,15,2024-02-23
CMD024703,C02146,P028,2024-11-13,3,2184.4,retourné,TANGER,Carte,4,2024-11-15
CMD024704,C07174,P011,2024-07-28,5,2266.25,KO,casa,Virement,15,2024-07-31
CMD024705,C01958,P050,06/03/2024,3,4552.6,KO,Agadir,Espèces,16,2024-03-10
CMD024706,C04632,P039,2024-09-02,3,924.35,livré,casa,Virement,1,2024-09-04
CMD024707,C07918,P046,Aug 28 2024,3,2557.91,OK,Agadir,Virement,16,2024-09-02
CMD024708,C05035,P044,10/08/2024,4,1781.84,annulé,tanger,Virement,6,2024-08-15
CMD024709,C00028,P001,Oct 04 2024,1,2384.95,annulé,TNG,Virement,1,2024-10-09
CMD024710,C05640,P012,28/06/2024,1,1839.01,annulé,TNG,Virement,2,2024-06-30
CMD024711,C01875,P001,21/07/2024,2,2062.26,en_cours,rbat,Carte,6,2024-07-22
CMD024712,C09964,P022,14/01/2024,1,2032.12,livré,TNG,Virement,13,2024-01-17
CMD024713,C01003,P019,2024-06-19,1,3061.62,annulé,Agadir,Virement,3,2024-06-23
CMD024714,C03810,P006,May 02 2024,1,3800.31,en_cours,RABAT,Espèces,6,2024-05-07
CMD024715,C10093,P044,15/02/2024,5,4716.34,DONE,rbat,Virement,6,2024-02-18
CMD024716,C05290,P039,17/06/2024,1,4367.47,OK,Tnja,Carte,9,2024-06-19
CMD024717,C05274,P045,2024-09-17,5,2182.97,en_cours,CASABLANCA,Virement,10,2024-09-22
CMD024718,C08183,P028,Mar 21 2024,3,952.19,livré,TANGER,Virement,14,2024-03-26
CMD024719,C02063,P033,12/11/2024,2,402.14,livré,CASABLANCA,Carte,16,2024-11-13
CMD024720,C09608,P022,2024-02-24,2,4791.52,KO,cbl,Carte,,2024-02-28
CMD024721,C02187,P032,Sep 11 2024,3,3608.23,KO,Tnja,Carte,12,2024-09-12
CMD024722,C00181,P045,2024-11-26,5,2179.47,en_cours,CASABLANCA,Espèces,9,2024-11-27
CMD024723,C06527,P017,2024-06-27,1,3163.73,en_cours,cbl,Carte,12,2024-06-30
CMD024724,C05757,P049,02/08/2024,5,464.76,en_cours,casa,Virement,12,2024-08-07
CMD024725,C07781,P011,2024-07-08,5,3069.46,OK,CASABLANCA,Espèces,16,2024-07-12
CMD024726,C03612,P017,May 24 2024,2,4898.97,annulé,Agadir,Carte,16,2024-05-26
CMD024727,C03992,P022,2024-03-14,1,2084.56,livré,CASABLANCA,Carte,13,2024-03-18
CMD024728,C02009,P045,2024-03-09,5,3426.73,livré,rbat,Virement,1,2024-03-10
CMD024729,C06429,P033,21/08/2024,2,4967.67,KO,TNG,Espèces,8,2024-08-23
CMD024730,C03557,P046,2024-09-15,5,749.44,livré,Tnja,Carte,9,2024-09-20
CMD024731,C07790,P044,05/07/2024,4,3479.29,KO,Agadir,Espèces,16,2024-07-09
CMD024732,C07937,P029,12/01/2024,4,4836.66,retourné,CASABLANCA,Espèces,,2024-01-17
CMD024733,C01302,P033,04/07/2024,2,1007.78,OK,tanger,Carte,14,2024-07-05
CMD024734,C09285,P030,Oct 16 2024,4,4651.87,annulé,rbat,Carte,15,2024-10-21
CMD024735,C08189,P046,2024-10-03,2,807.51,OK,RABAT,Virement,6,2024-10-08
CMD024736,C05833,P049,16/05/2024,2,855.14,annulé,TANGER,Espèces,13,2024-05-21
CMD024737,C03250,P025,2024-03-31,2,3081.78,livré,Tnja,Virement,13,2024-04-04
CMD024738,C04578,P012,12/04/2024,3,1401.23,DONE,casa,Virement,17,2024-04-15
CMD024739,C00045,P031,29/01/2024,3,259.81,retourné,RABAT,Espèces,12,2024-01-31
CMD024740,C04832,P006,04/03/2024,2,2940.48,annulé,Tnja,Carte,15,2024-03-09
CMD024741,C04009,P048,2024-04-16,4,2546.58,en_cours,RABAT,Espèces,18,2024-04-20
CMD024742,C01618,P031,14/09/2024,5,3862.39,DONE,tanger,Carte,2,2024-09-19
CMD024743,C09943,P038,01/11/2024,1,3102.69,annulé,cbl,Espèces,17,2024-11-06
CMD024744,C10104,P009,2024-07-28,2,3962.42,annulé,TANGER,Carte,5,2024-08-01
CMD024745,C00131,P016,2024-01-26,1,1908.12,livré,cbl,Virement,8,2024-01-31
CMD024746,C04446,P039,2024-06-06,1,1169.58,en_cours,Tnja,Virement,11,2024-06-11
CMD024747,C10104,P003,2024-05-23,5,1513.14,KO,tanger,Virement,6,2024-05-24
CMD024748,C05692,P038,2024-06-14,1,4283.38,en_cours,TNG,Virement,5,2024-06-17
CMD024749,C02418,P047,03/03/2024,5,3245.7,en_cours,rbat,Carte,17,2024-03-06
CMD024750,C01136,P024,Feb 08 2024,2,2496.2,KO,TANGER,Espèces,11,2024-02-09
CMD024751,C06381,P025,2024-10-31,2,231.98,en_cours,TNG,Virement,17,2024-11-05
CMD024752,C01810,P019,2024-04-17,1,3101.83,en_cours,RABAT,Espèces,11,2024-04-19
CMD024753,C03208,P050,Oct 07 2024,5,3447.22,retourné,rbat,Virement,12,2024-10-11
CMD024754,C09466,P027,Jul 20 2024,3,2040.27,retourné,tanger,Espèces,19,2024-07-25
CMD024755,C02715,P043,01/04/2024,5,4262.2,retourné,cbl,Virement,2,2024-04-06
CMD024756,C05409,P021,Sep 10 2024,3,3979.15,annulé,CASABLANCA,Carte,15,2024-09-11
CMD024757,C08392,P038,2024-01-29,5,3761.38,DONE,CASABLANCA,Espèces,17,2024-01-30
CMD024758,C09549,P019,Aug 15 2024,5,2830.98,OK,tanger,Virement,10,2024-08-20
CMD024759,C01992,P049,18/09/2024,2,1299.12,OK,rbat,Carte,20,2024-09-22
CMD024760,C08967,P037,Jan 18 2024,4,329.45,livré,RABAT,Carte,13,2024-01-19
CMD024761,C03769,P030,16/08/2024,1,456.08,annulé,tanger,Virement,2,2024-08-17
CMD024762,C05123,P012,Mar 10 2024,2,3748.07,KO,TNG,Carte,15,2024-03-13
CMD024763,C07982,P023,12/07/2024,2,4275.7,en_cours,rbat,Espèces,17,2024-07-13
CMD024764,C05776,P016,27/10/2024,3,1967.05,OK,tanger,Espèces,2,2024-11-01
CMD024765,C05330,P027,2024-07-27,5,4135.03,en_cours,tanger,Carte,4,2024-07-29
CMD024766,C10018,P014,2024-07-16,1,151.22,livré,TANGER,Carte,12,2024-07-17
CMD024767,C04367,P048,2024-02-05,2,1780.29,OK,Tnja,Espèces,17,2024-02-09
CMD024768,C02452,P006,Aug 31 2024,3,2305.09,DONE,Tnja,Carte,2,2024-09-04
CMD024769,C01363,P029,Jun 19 2024,1,3523.87,KO,TNG,Virement,14,2024-06-20
CMD024770,C01705,P012,2024-04-19,2,584.29,OK,RABAT,Virement,13,2024-04-20
CMD024771,C02416,P007,31/03/2024,2,2978.78,DONE,Tnja,Espèces,8,2024-04-05
CMD024772,C00663,P025,2024-08-23,4,3595.08,en_cours,rbat,Carte,,2024-08-27
CMD024773,C09910,P048,2024-09-06,2,3922.34,retourné,TANGER,Carte,7,2024-09-11
CMD024774,C04268,P017,30/10/2024,5,2478.0,en_cours,RABAT,Espèces,8,2024-10-31
CMD024775,C06603,P012,2024-06-24,5,2203.34,livré,TANGER,Espèces,7,2024-06-27
CMD024776,C02709,P031,Nov 14 2024,4,4291.01,OK,TANGER,Virement,7,2024-11-16
CMD024777,C09522,P044,17/02/2024,5,2531.69,DONE,Agadir,Espèces,3,2024-02-20
CMD024778,C09364,P004,09/10/2024,4,4593.63,DONE,TNG,Carte,18,2024-10-13
CMD024779,C06174,P017,2024-08-17,4,2344.28,DONE,Agadir,Virement,19,2024-08-18
CMD024780,C06422,P026,05/07/2024,1,634.45,en_cours,casa,Carte,5,2024-07-08
CMD024781,C03383,P007,2024-02-25,3,3859.31,OK,TNG,Carte,9,2024-02-27
CMD024782,C05587,P015,2024-07-12,3,3375.11,OK,CASABLANCA,Espèces,19,2024-07-17
CMD024783,C06314,P038,2024-10-18,1,2882.68,en_cours,RABAT,Virement,12,2024-10-22
CMD024784,C10248,P049,25/06/2024,2,1921.87,OK,Tnja,Carte,2,2024-06-26
CMD024785,C00167,P015,Jun 03 2024,5,2276.39,OK,TANGER,Virement,14,2024-06-07
CMD024786,C01959,P018,28/03/2024,1,2629.29,KO,casa,Virement,4,2024-03-29
CMD024787,C04234,P029,May 10 2024,1,1777.24,annulé,tanger,Espèces,3,2024-05-12
CMD024788,C09782,P032,Feb 19 2024,5,4531.02,livré,casa,Virement,19,2024-02-22
CMD024789,C07624,P028,2024-07-24,1,1378.91,KO,TANGER,Virement,15,2024-07-29
CMD024790,C07857,P015,Jun 17 2024,4,81.85,KO,RABAT,Virement,16,2024-06-18
